City,State,Total_Rev_Prog_Desc
ROCKDALE,TX,1524509.0
ROCKFORD,IL,23200050.0
ROCKFORD,MI,4003260.0
ROCKFORD,MN,611430.0
ROCKFORD,TN,813312.0
ROCKINGHAM,NC,2534298.0
ROCKINGHAM,VA,5880826.0
ROCKLAND,MA,1153410.0
ROCKLAND,ME,5241038.0
ROCKLEDGE,FL,2043699.0
ROCKLEDGE,PA,611710.0
ROCKLEIGH,NJ,1807000.0
ROCKLIN,CA,5121100.0
ROCKPORT,IN,621610.0
ROCKPORT,MA,900099.0
ROCKPORT,ME,4090309.0
ROCKPORT,TX,2839920.0
ROCKSPRINGS,TX,900099.0
ROCKTON,IL,623311.0
ROCKVILLE,IN,3132608.0
ROCKVILLE,MD,64519463.0
ROCKVILLE,UT,531190.0
ROCKVILLE CTR,NY,4545717.0
ROCKWALL,TX,4389348.0
ROCKWELL,NC,900099.0
ROCKY FORD,CO,1336990.0
ROCKY HILL,CT,4552869.0
ROCKY HILL,NJ,1534410.0
ROCKY MOUNT,MO,900099.0
ROCKY MOUNT,NC,3086210.0
ROCKY MOUNT,VA,1966760.0
ROCKY POINT,NY,1335620.0
ROCKY RIVER,OH,1234430.0
RODANTHE,NC,900099.0
ROEBLING,NJ,1323716.0
ROGERS,AR,6185537.0
ROGERS,MN,713990.0
ROGERSVILLE,MO,531110.0
ROGERSVILLE,TN,1965121.0
ROHNERT PARK,CA,1521709.0
ROLAND,AR,813110.0
ROLLA,MO,5004600.0
ROLLA,ND,624410.0
ROLLING MDWS,IL,943990.0
ROLLING MEADOWS,IL,1511699.0
ROME,GA,13129785.0
ROME,ME,611430.0
ROME,NY,9219707.0
ROME CITY,IN,514.0
ROMEOVILLE,IL,1511699.0
ROMNEY,WV,1246090.0
ROMULUS,MI,454390.0
ROMULUS,NY,812900.0
RONAN,MT,1685100.0
RONKONKOMA,NY,14175428.0
RONKS,PA,1800198.0
ROOSEVELT,NJ,531310.0
ROOSEVELT,NY,1233000.0
ROSAMOND,CA,900099.0
ROSEAU,MN,2055309.0
ROSEBURG,OR,6077950.0
ROSEDALE,MD,623990.0
ROSEDALE,NY,900099.0
ROSELAND,NJ,1683330.0
ROSELAND,VA,900099.0
ROSELLE,NJ,999999.0
ROSELLE PARK,NJ,900001.0
ROSEMARY BCH,FL,611600.0
ROSEMEAD,CA,2322589.0
ROSEMONT,IL,9836486.0
ROSENBERG,TX,2765519.0
ROSENDALE,NY,711190.0
ROSEVILLE,CA,11961891.0
ROSEVILLE,IL,1524509.0
ROSEVILLE,MI,1385099.0
ROSEVILLE,MN,10235235.0
ROSHARON,TX,623990.0
ROSHOLT,WI,531120.0
ROSLINDALE,MA,2076620.0
ROSLYN,NY,2854819.0
ROSLYN HARBOR,NY,713990.0
ROSLYN HTS,NY,2986122.0
ROSS,CA,1072990.0
ROSS,OH,711210.0
ROSSLYN,VA,900099.0
ROSSMOOR,CA,541900.0
ROSSVILLE,IN,624100.0
ROSSVILLE,KS,1800198.0
ROSSVILLE,TN,624410.0
ROSTRAVER TWP,PA,812900.0
ROSWELL,GA,15056994.0
ROSWELL,NM,5070479.0
ROTAN,TX,623990.0
ROTTERDAM,NY,531110.0
ROULETTE,PA,621910.0
ROUND LAKE,IL,624100.0
ROUND LAKE,NY,999999.0
ROUND MTN,CA,624100.0
ROUND ROCK,TX,11103095.0
ROUND TOP,TX,611710.0
ROUSES POINT,NY,611600.0
ROWAYTON,CT,711130.0
ROWLAND HGHTS,CA,621610.0
ROWLETT,TX,2254829.0
ROWLEY,MA,611110.0
ROXBORO,NC,3044309.0
ROXBURY,CT,1684210.0
ROXBURY,MA,11203837.0
ROXBURY XING,MA,531390.0
ROYAL OAK,MI,3619279.0
ROYAL PLM BCH,FL,2068790.0
ROYERSFORD,PA,2335419.0
RTP,NC,2022929.0
RUCKERSVILLE,VA,624410.0
RUDY,AR,900099.0
RUGBY,ND,2859911.0
RUGBY,TN,900099.0
RUIDOSO,NM,624410.0
RUIDOSO DOWNS,NM,611600.0
RUMFORD,ME,713990.0
RUMFORD,RI,611710.0
RUNNING SPRINGS,CA,712190.0
RUPERT,ID,531120.0
RUPERT,VT,1010099.0
RURAL HALL,NC,623990.0
RUSH,KY,623990.0
RUSHFORD,MN,448000.0
RUSHVILLE,IL,531120.0
RUSHVILLE,IN,3324397.0
RUSHVILLE,NY,900099.0
RUSK,TX,111000.0
RUSSELL,PA,621910.0
RUSSELL SPGS,KY,531190.0
RUSSELLS PT,OH,900099.0
RUSSELLVILLE,AL,230000.0
RUSSELLVILLE,AR,5760760.0
RUSSELLVILLE,KY,624100.0
RUSSIAN MSN,AK,721000.0
RUSTBURG,VA,900099.0
RUSTON,LA,4158788.0
RUTHER GLEN,VA,611710.0
RUTHERFORD,NJ,2225689.0
RUTHERFORDTON,NC,1234600.0
RUTHERFRD CLG,NC,453310.0
RUTHVEN,IA,1154110.0
RUTLAND,MA,900099.0
RUTLAND,VT,4684850.0
RUTLEDGE,TN,711300.0
RUXTON,MD,900099.0
RYE,NH,2039040.0
RYE,NY,5901827.0
RYE BROOK,NY,900099.0
S ABINGTN TWP,PA,1524089.0
S BARRINGTON,IL,611710.0
S BURLINGTON,VT,6434387.0
S CHARLESTON,WV,2296320.0
S CHESTERFLD,VA,621910.0
S DARTMOUTH,MA,721710.0
S HAMILTON,MA,1229090.0
S HERO,VT,900099.0
S HUTCHINSON,KS,623000.0
S KORTRIGHT,NY,611699.0
S LAKE TAHOE,CA,1522089.0
S LONDONDERRY,VT,624200.0
S OZONE PARK,NY,624110.0
S PADRE ISLE,TX,900099.0
S PLAINFIELD,NJ,611600.0
S PORTLAND,ME,2297930.0
S RICHMOND HL,NY,611710.0
S ROYALTON,VT,451211.0
S SALT LAKE,UT,2676049.0
S SIOUX CITY,NE,1332600.0
S STRAFFORD,VT,1062230.0
S WELLFLEET,MA,1142620.0
S WEYMOUTH,MA,900099.0
S WILLIAMSPRT,PA,621910.0
S WOODSTOCK,CT,713990.0
S WOODSTOCK,VT,711300.0
S YARMOUTH,MA,713990.0
SABINSVILLE,PA,621910.0
SAC CITY,IA,1432099.0
SACHSE,TX,721710.0
SACKETS HBR,NY,1082760.0
SACO,ME,3665423.0
SACRAMENTO,CA,137219216.0
SADDLE BROOK,NJ,3033708.0
SADDLE RIVER,NJ,713990.0
SADDLEBROOKE,MO,900099.0
SAFETY HARBOR,FL,1511209.0
SAFFORD,AZ,622110.0
SAG HARBOR,NY,2679220.0
SAGINAW,MI,16942176.0
SAGLE,ID,900099.0
SAHUARITA,AZ,1322900.0
SAINT ALBANS,NY,1524209.0
SAINT ALBANS,VT,623990.0
SAINT ANN,MO,713990.0
SAINT ANSGAR,IA,624410.0
SAINT AUGUSTINE,FL,1524199.0
SAINT BERNARD,LA,900099.0
SAINT CHARLES,IA,900099.0
SAINT CHARLES,IL,1982499.0
SAINT CHARLES,MI,900099.0
SAINT CHARLES,MO,8524005.0
SAINT CLOUD,FL,3147088.0
SAINT CLOUD,MN,11490383.0
SAINT ELMO,AL,900099.0
SAINT FRANCIS,MN,900099.0
SAINT GABRIEL,LA,1946700.0
SAINT GEORGE,UT,541900.0
SAINT HELENA,CA,1763840.0
SAINT HELENS,OR,2052889.0
SAINT JAMES,MO,2675309.0
SAINT JAMES,NY,611110.0
SAINT JOHNS,AZ,623000.0
SAINT JOHNS,FL,2123149.0
SAINT JOHNS,MI,1244990.0
SAINT JOSEPH,IL,900099.0
SAINT JOSEPH,MI,2233909.0
SAINT JOSEPH,MO,10699548.0
SAINT LOUIS,MO,190510722.0
SAINT MARIES,ID,624110.0
SAINT MARKS,FL,611110.0
SAINT MARYS,PA,713940.0
SAINT MARYS,WV,1522009.0
SAINT MICHAEL,MN,2039410.0
SAINT PARIS,OH,621400.0
SAINT PAUL,IN,922160.0
SAINT PAUL,MN,134988868.0
SAINT PAUL PARK,MN,611600.0
SAINT PETERS,MO,3879932.0
SAINT PETERSBURG,FL,611710.0
SAINT ROSE,LA,611600.0
SALADO,TX,611600.0
SALAMANCA,NY,624200.0
SALEM,AL,480000.0
SALEM,AR,621610.0
SALEM,IN,1803919.0
SALEM,KY,1244110.0
SALEM,MA,8125887.0
SALEM,MO,900099.0
SALEM,NH,3147508.0
SALEM,NJ,3387009.0
SALEM,NY,1511809.0
SALEM,OH,3534101.0
SALEM,OR,24109223.0
SALEM,WV,1351310.0
SALIDA,CO,711210.0
SALINA,KS,7563893.0
SALINAS,CA,8655519.0
SALINE,MI,623990.0
SALISBURY,CT,3910029.0
SALISBURY,MA,2976408.0
SALISBURY,MD,9510218.0
SALISBURY,NC,6653709.0
SALLISAW,OK,1524409.0
SALMON,ID,3346808.0
SALT LAKE CITY,UT,9853598.0
SALT LAKE CTY,UT,42377711.0
SALT LICK,KY,1062220.0
SALT POINT,NY,453310.0
SALTSBURG,PA,621910.0
SALTVILLE,VA,621110.0
SAMMAMISH,WA,713990.0
SAN ANDREAS,CA,900099.0
SAN ANGELO,TX,14604765.0
SAN ANSELMO,CA,3629581.0
SAN ANTONIO,NM,110000.0
SAN ANTONIO,TX,126306537.0
SAN BENITO,TX,713940.0
SAN BERNARDINO,CA,2950288.0
SAN BRUNO,CA,2225799.0
SAN CARLOS,CA,3359109.0
SAN CLEMENTE,CA,7856916.0
SAN DIEGO,CA,162276005.0
SAN DIMAS,CA,2379601.0
SAN FERNANDO,CA,1165200.0
SAN FRANCISCO,CA,312524931.0
SAN FRANSCISCO,CA,900099.0
SAN GABRIEL,CA,611710.0
SAN JACINTO,CA,1344430.0
SAN JOSE,CA,69190877.0
SAN JUAN,PR,10704269.0
SAN JUAN CAPO,CA,3948597.0
SAN JUAN PBLO,NM,624310.0
SAN LEANDRO,CA,3122498.0
SAN LEON,TX,900099.0
SAN LUIS,AZ,752291.0
SAN LUIS OBISPO,CA,999999.0
SAN MARCOS,CA,4164510.0
SAN MARCOS,TX,3918659.0
SAN MARTIN,CA,900099.0
SAN MATEO,CA,10076127.0
SAN PABLO,CA,0.0
SAN PEDRO,CA,6105888.0
SAN RAFAEL,CA,31095071.0
SAN RAMON,CA,6957558.0
SAN SABA,TX,1104200.0
SAN SIMEON,CA,713990.0
SAN TAN VLY,AZ,1322920.0
SANBORN,IA,624410.0
SANBORN,NY,623220.0
SANBORNTON,NH,1234430.0
SANBORNVILLE,NH,611710.0
SAND SPRINGS,OK,2857109.0
SANDOWN,NH,900099.0
SANDPOINT,ID,3033230.0
SANDS POINT,NY,900099.0
SANDSTONE,MN,1437420.0
SANDUSKY,OH,8418047.0
SANDWICH,MA,1325700.0
SANDY,OR,2700297.0
SANDY,UT,5123730.0
SANDY HOOK,CT,1735619.0
SANDY RIDGE,PA,621910.0
SANDY SPRING,MD,611600.0
SANDY SPRINGS,GA,3802328.0
SANDY SPRINGS,SC,900099.0
SANFORD,FL,4421320.0
SANFORD,ME,1959440.0
SANFORD,NC,3647748.0
SANGER,CA,1511699.0
SANIBEL,FL,712190.0
SANTA ANA,CA,23477412.0
SANTA BARBARA,CA,53648697.0
SANTA CLARA,CA,11848044.0
SANTA CLARA,UT,611430.0
SANTA CLARITA,CA,4544539.0
SANTA CRUZ,CA,19415558.0
SANTA CRUZ,NM,624100.0
SANTA FE,NM,52430954.0
SANTA FE SPGS,CA,900099.0
SANTA MARIA,CA,900099.0
SANTA MONICA,CA,28563945.0
SANTA PAULA,CA,1426100.0
SANTA ROSA,CA,23561276.0
SANTA RSA BCH,FL,2496129.0
SANTA TERESA,NM,900099.0
SANTA YNEZ,CA,1044100.0
SANTEE,CA,1323010.0
SAPULPA,OK,2185080.0
SARANAC LAKE,NY,6497979.0
SARASOTA,FL,41131089.0
SARATOGA,CA,3978322.0
SARATOGA,NY,713990.0
SARATOGA SPGS,NY,16626543.0
SARATOGA SPRINGS,NY,2534198.0
SARONA,WI,900099.0
SARTELL,MN,2779939.0
SARVER,PA,900099.0
SATANTA,KS,624110.0
SATELLITE BCH,FL,624110.0
SAUGATUCK,MI,1143610.0
SAUGET,IL,621400.0
SAUGUS,CA,2411908.0
SAUGUS,MA,621990.0
SAUK CENTRE,MN,1524089.0
SAUK RAPIDS,MN,4918627.0
SAUKVILLE,WI,1103420.0
SAULT S MARIE,MI,1163210.0
SAULT STE MARIE,MI,623000.0
SAUNDERSTOWN,RI,711110.0
SAUSALITO,CA,4691409.0
SAUTEE,GA,900099.0
SAVAGE,MN,900099.0
SAVAGE,MT,623990.0
SAVANNAH,GA,21092786.0
SAVANNAH,MO,1083800.0
SAVANNAH,TN,1965121.0
SAVANNAH,TX,624410.0
SAVOY,IL,1800198.0
SAWYER,MN,624100.0
SAWYERS BAR,CA,110000.0
SAXONBURG,PA,900099.0
SAXTON,PA,1005120.0
SAYRE,PA,900099.0
SAYREVILLE,NJ,531110.0
SAYVILLE,NY,1511209.0
SCARBOROUGH,ME,5168528.0
SCARSDALE,NY,10219579.0
SCHAEFFERSTWN,PA,621910.0
SCHAGHTICOKE,NY,1461538.0
SCHAUMBURG,IL,16653815.0
SCHELLSBURG,PA,721211.0
SCHENECTADY,NY,21500327.0
SCHENEVUS,NY,900099.0
SCHERERVILLE,IN,1614039.0
SCHERTZ,TX,1866730.0
SCHILLER PARK,IL,713940.0
SCHNECKSVILLE,PA,5855279.0
SCHOHARIE,NY,2748217.0
SCHOOLCRAFT,MI,531100.0
SCHROON LAKE,NY,1524220.0
SCHULENBURG,TX,1436890.0
SCHUYKL HAVN,PA,813312.0
SCHUYLER,NE,236000.0
SCHWENKSVILLE,PA,3476928.0
SCIOTA,PA,711211.0
SCITUATE,MA,2123239.0
SCOTCH PLAINS,NJ,1884990.0
SCOTIA,CA,812900.0
SCOTIA,NY,3588908.0
SCOTLAND,PA,722210.0
SCOTT,LA,711210.0
SCOTT CITY,KS,623000.0
SCOTT DEPOT,WV,1797830.0
SCOTT TWP,PA,621910.0
SCOTTDALE,PA,2949280.0
SCOTTS VALLEY,CA,2228030.0
SCOTTSBLUFF,NE,7875389.0
SCOTTSBORO,AL,1764120.0
SCOTTSBURG,IN,3045248.0
SCOTTSDALE,AZ,43380061.0
SCOTTSVILLE,VA,713390.0
SCOTTVILLE,MI,711210.0
SCRANTON,PA,11819275.0
SEABECK,WA,1262910.0
SEABROOK,NH,624100.0
SEABROOK,TX,1614089.0
SEAFORD,DE,1612209.0
SEAFORD,NY,1152510.0
SEAGOVILLE,TX,2689620.0
SEALE,AL,721110.0
SEALY,TX,115112.0
SEAMAN,OH,622110.0
SEARCY,AR,2568114.0
SEASIDE,CA,3461549.0
SEASIDE,OR,900099.0
SEAT PLEASANT,MD,1235700.0
SEATAC,WA,2132999.0
SEATTLE,WA,295498327.0
SEBASTIAN,FL,711130.0
SEBASTOPOL,CA,4871049.0
SEBASTOPOL,MS,621110.0
SEBREE,KY,623000.0
SEBRING,FL,2671710.0
SECAUCUS,NJ,1524199.0
SECRETARY,MD,623000.0
SEDALIA,CO,900099.0
SEDALIA,MO,2861540.0
SEDONA,AZ,4053706.0
SEDRO WOOLLEY,WA,1957240.0
SEEKONK,MA,515100.0
SEFFNER,FL,611710.0
SEGUIN,TX,5482927.0
SELAH,WA,624100.0
SELBYVILLE,DE,1511699.0
SELBYVILLE,WV,900099.0
SELIGMAN,AZ,813110.0
SELINSGROVE,PA,2937099.0
SELLERSBURG,IN,1955430.0
SELLERSVILLE,PA,1531389.0
SELMA,AL,4009849.0
SELMA,NC,611710.0
SELMA,OR,611710.0
SELMA,VA,624200.0
SEMINOLE,FL,1524110.0
SEMMES,AL,611710.0
SEMORA,NC,900099.0
SENATOBIA,MS,1248400.0
SENECA,KS,845720.0
SENECA,SC,5125346.0
SENECA FALLS,NY,900099.0
SENECAVILLE,OH,722320.0
SEQUIM,WA,6105928.0
SEVERNA PARK,MD,5166017.0
SEVIERVILLE,TN,6173927.0
SEVILLE,OH,1245500.0
SEWANEE,TN,611600.0
SEWARD,AK,621110.0
SEWARD,NE,611710.0
SEWELL,NJ,2424318.0
SEWICKLEY,PA,8129404.0
SEYMOUR,CT,2044400.0
SEYMOUR,IN,2587099.0
SEYMOUR,MO,900099.0
SEYMOUR,TN,2963388.0
SEYMOUR,TX,712110.0
SEYMOUR,WI,733000.0
SHADOW HILLS,CA,541199.0
SHADY COVE,OR,448000.0
SHADY SIDE,MD,900099.0
SHAFER,MN,611710.0
SHAKER HEIGHTS,OH,518210.0
SHAKER HTS,OH,8808041.0
SHAKOPEE,MN,713990.0
SHALIMAR,FL,1143600.0
SHAMOKIN,PA,519100.0
SHAMOKIN DAM,PA,900099.0
SHANKSVILLE,PA,900099.0
SHANNON,NC,900099.0
SHARON,CT,2303610.0
SHARON,MA,532000.0
SHARON,PA,4524830.0
SHARON HILL,PA,611710.0
SHARON SPGS,KS,623000.0
SHARONVILLE,OH,611600.0
SHARPES,FL,624230.0
SHARPSBURG,MD,1900098.0
SHATTUCK,OK,622110.0
SHAVANO PARK,TX,1800198.0
SHAVER LAKE,CA,900099.0
SHAWANO,WI,1765030.0
SHAWNEE,KS,4947607.0
SHAWNEE,OK,6638430.0
SHAWNEE MSN,KS,2146309.0
SHAWNEE ON DE,PA,611600.0
SHEBOYGAN,WI,21228690.0
SHEBOYGAN FLS,WI,2846919.0
SHEFFIELD,IA,623000.0
SHEFFIELD,MA,1431289.0
SHEFFIELD,PA,1522009.0
SHELBINA,MO,624200.0
SHELBURNE,VT,4471938.0
SHELBY,IN,900099.0
SHELBY,MS,531110.0
SHELBY,MT,621110.0
SHELBY,NC,6256709.0
SHELBY,OH,531110.0
SHELBY TWP,MI,2325219.0
SHELBYVILLE,IN,4035507.0
SHELBYVILLE,KY,2424608.0
SHELBYVILLE,TN,1694310.0
SHELDON,IA,1236120.0
SHELL LAKE,WI,1164900.0
SHELTON,CT,2487740.0
SHELTON,WA,1248510.0
SHENANDOAH,IA,624100.0
SHENANDOAH,VA,621910.0
SHEPHERD,MI,624110.0
SHEPHERDSTOWN,WV,3358519.0
SHERBORN,MA,900099.0
SHERBURN,MN,733990.0
SHERBURNE,NY,1332000.0
SHERIDAN,AR,1076310.0
SHERIDAN,CO,611620.0
SHERIDAN,IL,813110.0
SHERIDAN,MT,735210.0
SHERIDAN,OR,611600.0
SHERIDAN,WY,3299800.0
SHERMAN,IL,1857430.0
SHERMAN,NY,621910.0
SHERMAN,TX,1521499.0
SHERMAN OAKS,CA,3357518.0
SHERMANS DALE,PA,621910.0
SHERRILL,IA,900099.0
SHERRILLS FRD,NC,445200.0
SHERWOOD,AR,624410.0
SHERWOOD,OR,2677299.0
SHILLINGTON,PA,900099.0
SHILOH,IL,624100.0
SHINER,TX,623000.0
SHINGLE SPGS,CA,1800198.0
SHINNSTON,WV,1521209.0
SHIPPENSBURG,PA,3211139.0
SHIPROCK,NM,621110.0
SHIRLEY,NY,1611309.0
SHIRLEYSBURG,PA,623990.0
SHOALS,WV,110000.0
SHOREHAM,NY,711210.0
SHORELINE,WA,6848810.0
SHOREVIEW,MN,9698909.0
SHOW LOW,AZ,1434910.0
SHREVEPORT,LA,24704902.0
SHREWSBURY,MA,3775608.0
SHREWSBURY,MO,900099.0
SHREWSBURY,NJ,541900.0
SHREWSBURY,PA,624100.0
SHRUB OAK,NY,611620.0
SHUBUTA,MS,621400.0
SHULLSBURG,WI,623000.0
SHUTESBURY,MA,721310.0
SIASCONSET,MA,713990.0
SIDNEY,ME,611600.0
SIDNEY,MT,624410.0
SIDNEY,NE,1245220.0
SIDNEY,NY,623000.0
SIDNEY,OH,1970615.0
SIERRA MADRE,CA,2845319.0
SIERRA VISTA,AZ,1431209.0
SIGNAL MTN,TN,2065728.0
SIKESTON,MO,2046620.0
SILER CITY,NC,984430.0
SILETZ,OR,453220.0
SILEX,MO,900099.0
SILOAM,GA,611710.0
SILOAM SPGS,AR,3211539.0
SILVER BAY,MN,713910.0
SILVER BAY,NY,721000.0
SILVER CITY,NM,3696198.0
SILVER CLIFF,CO,623990.0
SILVER CREEK,NY,1146090.0
SILVER SPRING,MD,55295113.0
SILVERDALE,WA,5728581.0
SILVERTHORNE,CO,711110.0
SILVERTON,CO,1223310.0
SILVERTON,OH,611600.0
SILVERTON,OR,813110.0
SILVERTON,TX,621910.0
SIMI VALLEY,CA,5814752.0
SIMONTON,TX,812910.0
SIMPSONVILLE,SC,2411908.0
SIMSBURY,CT,4887508.0
SIOUX CITY,IA,27390992.0
SIOUX FALLS,SD,47135242.0
SIREN,WI,3600396.0
SISSETON,SD,1776230.0
SISTER BAY,WI,1065020.0
SISTERS,OR,1433513.0
SITKA,AK,3154030.0
SKANEATELES,NY,1425180.0
SKIATOOK,OK,452000.0
SKILLMAN,NJ,1511699.0
SKIPPACK,PA,1511809.0
SKOKIE,IL,11380626.0
SKOWHEGAN,ME,2967188.0
SKYFOREST,CA,624100.0
SLADE,KY,541900.0
SLANESVILLE,WV,900099.0
SLATINGTON,PA,1800198.0
SLATON,TX,110000.0
SLAYTON,MN,2402620.0
SLC,UT,621110.0
SLEEPY HOLLOW,NY,6279488.0
SLIDELL,LA,4115929.0
SLIGO,PA,623000.0
SLINGERLANDS,NY,2054520.0
SLIPPERY ROCK,PA,2133189.0
SMETHPORT,PA,1511809.0
SMICKSBURG,PA,532000.0
SMITH CENTER,KS,611710.0
SMITHFIELD,NC,1726220.0
SMITHFIELD,RI,2384334.0
SMITHFIELD,VA,1956160.0
SMITHTOWN,NY,8971314.0
SMITHVILLE,MO,110000.0
SMITHVILLE,MS,621110.0
SMITHVILLE,OH,561499.0
SMYRNA,DE,711110.0
SMYRNA,GA,9885787.0
SMYRNA,TN,4597417.0
SN BERNRDNO,CA,23523901.0
SN JUN BATSTA,CA,900099.0
SN LUIS OBISP,CA,16521535.0
SNELLVILLE,GA,4893048.0
SNOHOMISH,WA,2595729.0
SNOQUALMIE,WA,485000.0
SNOW HILL,MD,1865420.0
SNOW SHOE,PA,621910.0
SNOWMASS VLG,CO,1611409.0
SNOWSHOE,WV,621910.0
SNYDER,TX,1236010.0
SO SAN FRANCISCO,CA,531110.0
SOCIAL CIRCLE,GA,711110.0
SOCORRO,NM,711210.0
SODDY DAISY,TN,541800.0
SODUS POINT,NY,721210.0
SOLANA BEACH,CA,1511699.0
SOLDOTNA,AK,4713388.0
SOLGOHACHIA,AR,713990.0
SOLON,OH,2511498.0
SOLVANG,CA,1511809.0
SOMERS POINT,NJ,1255840.0
SOMERSET,KY,2521509.0
SOMERSET,NJ,6855019.0
SOMERSET,PA,2776519.0
SOMERSWORTH,NH,1242800.0
SOMERTON,AZ,1623220.0
SOMERVILLE,MA,12130175.0
SOMERVILLE,NJ,6093847.0
SOMERVILLE,OH,721210.0
SONOITA,AZ,900001.0
SONOMA,CA,6172727.0
SONORA,CA,2056934.0
SOQUEL,CA,2411628.0
SORRENTO,LA,900099.0
SOUDERTON,PA,3545520.0
SOUTH AMBOY,NJ,611710.0
SOUTH BEND,IN,27950138.0
SOUTH BENSON,NC,624210.0
SOUTH BERWICK,ME,111000.0
SOUTH BOSTON,MA,2858279.0
SOUTH BOSTON,VA,2248120.0
SOUTH BURLINGTON,VT,713990.0
SOUTH CHINA,ME,611600.0
SOUTH COLBY,WA,624100.0
SOUTH DEERFIELD,MA,541900.0
SOUTH DENNIS,MA,611600.0
SOUTH EASTON,MA,1152100.0
SOUTH EGREMONT,MA,110000.0
SOUTH ELGIN,IL,2198509.0
SOUTH EUCLID,OH,1235840.0
SOUTH FALLSBURG,NY,531110.0
SOUTH FORK,CO,485000.0
SOUTH GATE,CA,713990.0
SOUTH GLASTONBURY,CT,900099.0
SOUTH GRAFTON,MA,541610.0
SOUTH HADLEY,MA,2296830.0
SOUTH HAVEN,MI,900099.0
SOUTH HERO,VT,812900.0
SOUTH HILL,VA,900099.0
SOUTH HOLLAND,IL,2148319.0
SOUTH HOUSTON,TX,900099.0
SOUTH JORDAN,UT,3263178.0
SOUTH LYON,MI,1322810.0
SOUTH MIAMI,FL,4833506.0
SOUTH ORANGE,NJ,4311526.0
SOUTH PARIS,ME,1611599.0
SOUTH PARK,PA,900099.0
SOUTH PASADENA,CA,900099.0
SOUTH POINT,OH,531390.0
SOUTH PORTLAND,ME,2844519.0
SOUTH RIVER,NJ,1511699.0
SOUTH SAINT PAUL,MN,900099.0
SOUTH SALEM,NY,2758060.0
SOUTH SAN FRANCISC,CA,711210.0
SOUTH SAN FRANCISCO,CA,541700.0
SOUTH SETAUKET,NY,623000.0
SOUTH ST PAUL,MN,1441999.0
SOUTH WALES,NY,999999.0
SOUTH WEYMOUTH,MA,623000.0
SOUTH WINDSOR,CT,611600.0
SOUTHAMPTON,NJ,999999.0
SOUTHAMPTON,NY,2866919.0
SOUTHAMPTON,PA,3738330.0
SOUTHAVEN,MS,1844210.0
SOUTHBOROUGH,MA,6718810.0
SOUTHBURY,CT,3487939.0
SOUTHEASTERN,PA,2135309.0
SOUTHERN PNES,NC,4488217.0
SOUTHFIELD,MI,20356066.0
SOUTHGATE,KY,900099.0
SOUTHGATE,MI,2951289.0
SOUTHINGTON,CT,1338350.0
SOUTHLAKE,TX,6495257.0
SOUTHOLD,NY,611710.0
SOUTHPORT,CT,0.0
SOUTHPORT,ME,721000.0
SOUTHPORT,NC,611710.0
SOUTHWEST HBR,ME,711300.0
SOUTHWICK,MA,1800198.0
SPALDING,NE,624210.0
SPANISH FORT,AL,813601.0
SPARKILL,NY,1245380.0
SPARKS,MD,1425199.0
SPARKS,NV,4093618.0
SPARKS GLENCO,MD,611430.0
SPARROWS PT,MD,713990.0
SPARTA,IL,1431219.0
SPARTA,MI,1431209.0
SPARTA,NC,4538740.0
SPARTA,NJ,1962319.0
SPARTA,TN,531110.0
SPARTA,WI,3119730.0
SPARTANBURG,SC,26101302.0
SPARTANSBURG,PA,621910.0
SPEARFISH,SD,6359657.0
SPEARMAN,TX,900099.0
SPEEDWAY,IN,531110.0
SPEEDWELL,TN,621300.0
SPENCER,IA,1062420.0
SPENCER,IN,1253100.0
SPENCER,MA,611710.0
SPENCER,NY,1462089.0
SPENCER,OK,1344010.0
SPENCER,VA,900099.0
SPENCER,WV,621110.0
SPENCERPORT,NY,1037090.0
SPENCERTOWN,NY,711190.0
SPENCERVILLE,MD,711210.0
SPENCERVILLE,OH,561700.0
SPERRYVILLE,VA,2133119.0
SPICEWOOD,TX,900099.0
SPIRIT LAKE,IA,900099.0
SPIRIT LAKE,ID,611600.0
SPOKANE,WA,59608398.0
SPOKANE VLY,WA,2958529.0
SPOONER,WI,2852178.0
SPOTSYLVANIA,VA,1425150.0
SPRING,TX,9800856.0
SPRING ARBOR,MI,523000.0
SPRING BRANCH,TX,1874820.0
SPRING CITY,PA,1860000.0
SPRING CITY,TN,900099.0
SPRING GREEN,WI,2474500.0
SPRING GROVE,IL,711300.0
SPRING GROVE,MN,1246990.0
SPRING GROVE,PA,1524209.0
SPRING HILL,FL,4211506.0
SPRING HILL,TN,2022889.0
SPRING HOUSE,PA,1511809.0
SPRING LAKE,MI,1235700.0
SPRING LAKE,NC,532000.0
SPRING LAKE,NJ,611710.0
SPRING LK PK,MN,1800198.0
SPRING MILLS,PA,1441999.0
SPRING VALLEY,CA,2378410.0
SPRING VALLEY,NY,5586670.0
SPRING VALLEY,OH,611600.0
SPRING VALLEY,WI,621910.0
SPRINGBORO,OH,1834910.0
SPRINGDALE,AR,7689157.0
SPRINGDALE,OH,611710.0
SPRINGDALE,PA,541940.0
SPRINGDALE,UT,900099.0
SPRINGER,NM,713990.0
SPRINGERVILLE,AZ,622110.0
SPRINGFIELD,IL,33303311.0
SPRINGFIELD,MA,16842008.0
SPRINGFIELD,MO,24439569.0
SPRINGFIELD,NE,711300.0
SPRINGFIELD,NJ,2866309.0
SPRINGFIELD,OH,15231225.0
SPRINGFIELD,OR,6774927.0
